GRB	Time [UT]	Trigger Number	BAT RA (J2000)	BAT Dec (J2000)	BAT 90% Error Radius [arcmin]	BAT T90 [sec]	BAT Fluence (15-150 keV) [10^-7 erg/cm^2]	BAT Fluence 90% Error (15-150 keV) [10^-7 erg/cm^2]	BAT 1-sec Peak Photon Flux (15-150 keV) [ph/cm^2/sec]	BAT 1-sec Peak Photon Flux 90% Error (15-150 keV) [ph/cm^2/sec]	BAT Photon Index (15-150 keV) (PL = simple power-law, CPL = cutoff power-law)	BAT Photon Index 90% Error (15-150 keV)	XRT RA (J2000)	XRT Dec (J2000)	XRT 90% Error Radius [arcsec]	XRT Time to First Observation [sec]	XRT Early Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT 11 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT 24 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT Initial Temporal Index	XRT Spectral Index (Gamma)	XRT Column Density (NH) [10^21 cm^-2]	UVOT RA (J2000)	UVOT Dec (J2000)	UVOT 90% Error Radius [arcsec]	UVOT Time to First Observation [sec]	UVOT Magnitude	UVOT Other Filter Magnitudes	Other Observatory Detections	Redshift	Host Galaxy	Comments	References	Burst Advocate
080905A	11:58:54	323870	287.663	-18.865	2.1	1.0	1.4	0.2	1.3	0.2	0.85, PL	0.24	19:10:41.78	-18:52:48.6	1.6	130.38	n/a	0.00006135598	0.000010189144	-2.301	1.52991	2.14486	n/a	n/a	n/a	114	V>20.6	B>18.9|U>19.2|UVW1>18.8|UVM2>19.2|UVW2>18.1|White>21.3	NOT, VLT, Fermi (GBM)	0.1218 (emission from host)		UVOT: no detection		Claudio Pagani
080810	13:10:12	319584	356.783	0.310	1.2	106	46	2	2.0	0.2	1.34, PL	0.06	23:47:10.54	00:19:11.2	1.4	76.00	426	0.10307385	0.028674756	-2.3	2.11482	2.82355	23:47:10.26	00:19:11.3	0.6	65	V=14.06	B=17.85|U>21.4|UVW1>22.3|UVM2>22.2|UVW2>22.0|White=14.63	KANATA (1.5m), Keck, ROTSE-IIIa, RTT150, NOT, OSN (1.5m), Kanazawa (0.4m), Ondrejov (0.5m), Liverpool (2m), Zeiss-600, MITSuME, Faulkes North, GLAST, Konus-Wind, VLA @ 8.46 GHz, CrAO (AZT-8), La Silla (1.54m)	3.35 (Keck: absorption)|3.35 (RTT150: absorption)|3.35 (NOT: absorption)				Kim Page
080805	07:41:34	319036	314.231	-62.433	1.0	78	25	1	1.1	0.1	1.53, PL	0.07	20:56:53.45	-62:26:40.7	1.6	n/a	209	0.04474225	0.021287321	-1.42	2.04224	11.4638	n/a	n/a	n/a	74	V>19.81	B>21.43|U>20.11|UVW1>19.99|UVM2>20.09|UVW2>20.12|White>20.70	ESO/MPI (2.2m), VLT, Faulkes South	1.505 (VLT: absorption)		UVOT: no detection		Claudio Pagani
080804	23:20:14	319016	328.675	-53.189	1.2	34	36	2	3.1	0.4	1.19, PL	0.09	21:54:40.11	-53:11:05.3	1.4	99.04	55	0.0682385	0.028811486	-1.105	1.81617	1.36745	21:54:40.2	-53:11:04.6	0.4	91	V=17.17	B=18.1|U=17.4|UVW1=20.9|UVM2>20.8|UVW2>21.8|White=16.83	ROTSE-IIIc, VLT, Faulkes South, Gemini-South, ESO/MPI (2.2m)	2.2045 (VLT: absorption)|2.20 (Gemini-South: absorption)				Judy Racusin
080721	10:25:16	317508	224.481	-11.709	1.3	16.2	120	10	20.9	1.8	1.11, PL	0.08	14:57:55.85	-11:43:24.9	1.4	108.03	50	0.618677	0.16855054	-0.6266	1.9433	6.27022	14:57:55.855	-11:43:24.54	0.5	118	V=14.98	B=16.56|U=16.58|UVW1>18.01|UVM2>17.58|UVW2>18.03|White=14.58	Lulin (1m), Konus-Wind, TNG, NOT	2.602 (TNG: absorption)|2.591 (NOT: absorption)				Frank Marshall
080710	07:13:10	316534	8.259	19.484	2.3	120	14	2	1.0	0.2	1.47, PL	0.23	00:33:05.64	19:30:05.7	1.4	3131.59	n/a	0.06940045	0.015520295	-1.037	2.00149	0.789266	00:33:05.65	19:30:05.3	0.5	3186	V=17.06	B=17.56|U=16.70|UVW1=16.86|UVM2=17.08|IVW2=17.88|White=16.88	KAIT, REM (60cm), Gemini-South, Faulkes North (2m), PROMPT (16"), Lick (3m), TLS (1.34m), MITSuME (50cm)	0.845 (Gemini-South: absorption)		Due to an observing constraint, Swift did not slew until ~ T0+49.5 minutes.		Boris Sbarufatti
080707	08:27:53	316204	32.627	33.100	1.8	27.1	5.2	0.6	1.0	0.1	1.77, PL	0.19	02:10:28.41	33:06:34.2	1.5	68.29	35.9	0.0421036	0.018068015	-3.797	2.07126	3.61762	02:10:28.40	33:06:34.2	1.1	80	V=19.97	B>21.74|U>21.18|UVW1>21.41|UVM2>21.29|UVW2>20.22|White=21.40	ESO/MPI (2.2m), VLT, Zeiss-1000	1.23 (VLT: absorption)				Patricia Schady
080607	06:07:27	313417	194.964	15.910	1.0	79	240	0.0	23.1	1.1	1.31, PL	0.04	12:59:47.21	15:55:09.4	1.4	82.13	4960	0.06214536	0.01937718	-2.348	2.03418	24.2029	12:59:47.20	15:55:10.74	0.5	92	V=19.44	B>21.28|U>20.93|UVW1>20.80|UVM2>20.57|UVW2>20.83|White=19.79	ROTSE-IIIb, Super-LOTIS, Keck I, PAIRITEL (1.3m), KAIT, Konus-Wind, AGILE	3.036 (Keck I)				Vanessa Mangano
080605	23:47:57	313299	262.130	4.010	1.0	20	133	2	19.9	0.6	1.11, CPL	0.14	17:28:30.05	04:00:56.4	1.5	90.39	175	0.16468998	0.040702662	-0.6034	1.7467	5.47122	17:28:30.05	04:00:55.97	0.5	82	V=18.53	B=21.10|U=21.17|UVW1>18.95|UVM2>18.38|UVW2>18.16|White=18.11	Tautenburg (1.34m), Liverpool Telescope, VLT, CrAO (Zeiss-1000), ESO/MPI (2.2m), BOOTES-1B (30cm), BOOTES-2/TELMA (60cm), MITSuME (50cm), Konus-Wind	1.6398 (VLT: absorption)				Boris Sbarufatti
080604	07:27:01	313116	236.960	20.557	2.0	82	8.0	0.9	0.4	0.1	1.78, PL	0.18	15:47:51.68	20:33:28.3	1.5	119.29	89.3	0.010070928	0.006940836	-2.04	1.65441	0.297198	15:47:51.68	20:33:28.0	0.5	129	V>20.1	B>21.0|U>21.0|UVW1>21.2|UVM2>21.6|UVW2>21.4|White=20.1	Faulkes North, Gemini-North, MITSuME (50cm), Xinglong (2.16m)	1.416 (Gemini-North: absorption)		BAT: This burst satisfies Sakamoto/Ukwatta Swift-BAT possible high-z criteria		Valentina La Parola
080603B	19:38:13	313087	176.554	68.061	1.0	60	24	1	3.5	0.2	1.21, CPL	0.30	11:46:07.62	68:03:39.5	1.8	61.77	1210	0.2930788	0.15327338	-3.455	1.83449	2.07069	11:46:07.66	68:03:39.99	0.3	63	V=16.48	B=19.34|U=18.80|UVW1=20.02|UVM2>19.51|White=15.9	ROTSE-IIId, Super-LOTIS (0.6m), TAROT (25cm), BOOTES-2/TELMA (60cm), NOT, RTT150, Konus-Wind, Liverpool, Xinglong EST, Hobby-Eberly, TLS (1.34m), PAIRITEL (1.3m), Sayan (1.5m), AZT-11 (Nauchny), AZT-22 (Maidanak)	2.69 (NOT)|2.69 (Hobby-Eberly: absorption)				Vanessa Mangano
080520	22:20:24	312047	280.179	-54.964	2.4	2.8	0.55	0.17	0.5	0.1	2.90, PL	0.51	18:40:46.35	-54:59:30.5	1.6	99.53	n/a	0.00866392	0.004042805	-0.977	2.16955	15.0079	18:40:46.30	-54:59:31.0	0.5	105	V=19.96	B>20.92|U>20.60|UVW1>20.33|UVM2>20.38|UVW2>20.25|White+19.59	MPI/ESO (2.2m), VLT	1.545 (VLT: emission)	VLT detection	BAT: The burst can be classified as an X-ray flash		Dirk Grupe
080516	00:17:07	311762	120.661	-26.146	2.1	5.8	2.6	0.4	1.8	0.3	1.82, PL	0.27	08:02:34.20	-26:09:35.3	1.5	82.90	n/a	0.03962855	0.01752895	-0.3468	2.3315	10.84652	n/a	n/a	n/a	81	V>21.1	B>22.2|U>22.3|UVW1>22.1|UVM2>22.1|UVW2>21.8	MPI/ESO (2.2m)	3.2 (MPI/ESO: photometric)		UVOT: no detection		Stephen Holland
080430	19:53:02	310613	165.331	51.682	1.0	16.2	12	1	2.6	0.2	1.73, PL	0.09	11:01:14.73	51:41:07.8	1.4	48.87	126	0.22321908	0.09262728	-2.089	2.03541	3.29518	11:01:14.66	51:41:08.4	0.5	164	V=17.64	B=20.05|U=18.92|UVW1=18.89|UVM2=18.88|UVW2=19.24|White=17.08	TAROT, BOOTES-1 (0.3m), Calar Alto (2.2m), AsU CAS Ondrejov (0.5m), Nicholas Copernicus Observatory (0.4m), Hobby-Eberly, Zeiss-600 (Mt.Terskol), AAVSO, NOT (2.5m), RTT150, OSN (1.5m), NainiTal (1.04m), Observatoire Chante-Perdix (0.5m), TLS, Vallauris (0.28m), Bologna Observatory (152cm)	~0.75 (Calar Alto: absorption, probable)|0.767 (Hobby-Eberly: absorption)				Cristiano Guidorzi
080413B	08:51:12	309111	326.138	-19.981	1.0	8.0	32	1	18.7	0.8	1.26, CPL	0.27	21:44:34.59	-19:58:51.7	1.4	131.25	n/a	0.19761515	0.08955702	-0.5658	1.93206	2.0573	21:44:34.65	-19:58:52.40	0.5	135	V=17.64	B=18.82|U=17.67|UVW1=17.42|UVM2=18.07|UVW2=17.92|White=16.67	ESO/MPI (2.2m), REM (60cm), VLT, Gemini-South, Suzaku, Faulkes South (2m), PROMPT (16")	1.10 (VLT: absorption)|1.10 (Gemini-South: absorption)				Mike Stamatikos
080413A	02:54:19	309096	287.301	-27.677	1.0	46	35	1	5.6	0.2	1.57, PL	0.06	19:09:11.69	-27:40:40.0	1.5	60.67	366	0.018960474	0.00739041	-2.767	2.14652	5.81033	19:09:11.76	-27:40:40.27	0.5	76	V=15.08	B=19.33|U=19.05|UVW1>19.55|UVM2>19.48|UVW2>19.57|White=15.37	ROTSE-IIIc, TAROT (25cm), REM (60cm), VLT, BOOTES-1 (0.3m), CTIO (1.3m), Gemini-South, Mt. John Observatory (1.8m), Suzaku	2.433 (VLT: absorption)|2.43 (Gemini-South: absorption)		BAT: GCN 7630, joint Suzaku/WAM and Swift/BAT spectral fit, numbers not reflected in the table.		Frank Marshall
080411	21:15:32	309010	37.961	-71.297	1.0	56	264	1	43.2	0.9	1.75, PL	0.03	02:31:54.84	-71:18:08.8	1.4	70.15	44000	1.8023477	0.6186326	-0.9866	1.97674	3.74016	02:31:55.19	-71:18:07.30	0.5	4202	V=18.05	B=17.43|U=16.46|UVW2=18.41|White=17.01	ESO/MPI (2.2m), VLT, Konus-Wind	1.03 (VLT: absorption)				Frank Marshall
080330	03:41:16	308041	169.278	30.607	1.8	61	3.4	0.8	0.9	0.2	2.53, PL	0.45	n/a	n/a	n/a	70.54	203	0.00000000000000016798152	0.000000000000000000966896	-6.611	2.25433	4.90803	11:17:04.51	30:37:22.1	1.0	63	V=18.5-17.2	B=18.9|U=17.14|UVW1>18.02|UVM2>18.55|UVW2>18.77|White=17.55	TAROT, ROTSE-IIIb, Liverpool (2m), PAIRITEL, NOT, ESO/MPI (2.2m), Mt. Lemmon (1.0m), Hobby-Eberly, TNT, CTIO (1.3m), REM (60cm), Mt.Terskol (Zeiss-2m), SAO RAS (1m), PROMPT (16"), RAPTOR, AAVSO	1.51 (NOT: absorption)|1.51 (Hobby-Eberly: absorption)		BAT: burst can be classified as an X-ray flash		Jirong Mao
080319C	12:25:56	306778	259.006	55.393	1.0	34	36	1	5.2	0.3	1.37, PL	0.07	17:15:55.46	55:23:31.4	1.7	223.69	10	0.20715288	0.05564812	1.5	1.61029	5.62826	17:15:55.49	55:23:30.6	0.53	210	V=18.09	B=19.02|U=19.08|UVW1>20.0|UVM2>19.6|UVW2>19.9|White=18.81	KAIT, Super-LOTIS (0.6m), INTEGRAL, AGILE, RAPTOR, Konus-Wind, Suzaku, Gemini-North	1.95 (Gemini-North: absorption)		The Swift slew to the burst was delayed because of an Earth constraint.		Claudio Pagani
080319B	06:12:49	306757	217.919	36.300	1.0	>50	810	10	24.8	0.5	1.04, PL	0.02	14:31:41.04	36:18:08.7	1.4	60.47	15600	0.4045594	0.08752274	-0.1254	1.81426	0.753587	14:31:40.98	36:18:08.8	0.5	51	V<11.5	B=13.39|U=12.44|UVW1=12.49|UVM2=13.39|UVW2=13.36|White<13.9	KAIT, REM (60cm), Super-LOTIS (0.6m), Liverpool (2m),  PAIRITEL, Mt. Lemmon (1m), Gemini-South, Pi-of-the-Sky, VLT Kueyen, INTEGRAL, Hobby-Eberly, PROMPT (16"), RAPTOR, Mercator Telescope (1.2m), IAC80 (0.8m), ROTSE-IIIb, Lulin (1m), Konus-Wind, AAVSO, Nicholas Copernicus Observatory (40cm), VLA @ 4.86 GHz, Spitzer, Kharkiv (0.7m), HST, Gemini-North	0.937 (VLT Kueyen: absorption)|0.937 (Hobby-Eberly: absorption)		UVOT: V and White filters were saturated		Judy Racusin
080310	08:37:58	305288	220.040	-0.164	1.4	365	23	2	1.3	0.2	2.32, PL	0.16	14:40:13.83	-00:10:30.7	1.4	89.21	150	0.1092369	0.027023336	-2.731	2.09352	0.0000000000364273	14:40:13.80	-00:10:29.6	0.6	100	V=17.38	B=17.7|U=17.3|UVW1=20.3|UVM2>19.8|UVW>20.8|White=17.95	KAIT, Magellan/Clay (6.5m), CTIO (1.3m), REM (60cm), Super-LOTIS (0.6m), Lick, LBT, VLT-Kueyen, VLT-Antu, Lulin, Keck, RAPTOR, PAIRITEL, MITSuME (50cm), ROTSE-III, Mt. Lemmon (1m), Lulin (1m), GAO 150cm, MDM (2.4m)	2.4266 (Lick: absorption)|2.42 (Magellan: absorption)|2.43 (VLT-Kueyen: absorption)|2.4266 (Keck: absorption)				Jay Cummings
080210	07:50:05	302888	251.259	13.826	1.1	45	18	1	1.6	0.2	1.77, PL	0.12	16:45:04.01	13:49:36.2	1.5	157.12	n/a	0.03708408	0.014908971	-1.168	2.20008	13.0189	16:45:04.01	13:49:35.9	0.6	160	V=17.6	B>21.2|U>21.3|UVW1>22.3|UVM2>21.8|UVW2>22.3|White=18.2	TAROT (25cm), MPI/ESO(2.2m), PROMPT (16"), VLT, Super-LOTIS (0.6m), Hobby-Eberly Telescope, Keck I, Sayan (1.5m)	2.641 (VLT: absorption)|2.64 (Hobby-Eberly: absorption)				Dirk Grupe
080207	21:30:21	302728	207.514	7.492	1.2	340	61	2	1.0	0.3	1.17, CPL	0.27	13:50:02.93	07:30:07.9	1.4	124.05	817	0.06446102	0.017617536	0.214	2.46364	7.58457	n/a	n/a	n/a	55	V>20.50	B>21.53|U>20.57|UVW1>20.75|UVM2>20.58|UVW2>21.62|White>22.40		2.0858 (TOUGH: emission)		UVOT: no detection		Judy Racusin
071227	20:13:47	299787	58.132	-55.959	1.7	1.8	2.2	0.3	1.6	0.2	0.99, PL	0.22	03:52:31.20	-55:59:03.1	1.7	79.09	95.9	0.0028962824	0.0012472768	-0.8278	1.89838	0.452512	03:52:31.102	-55:59:00.65	0.6	86	V>20.46	B>21.01|U>20.33|UVW1>20.17|UVM2>21.00|UVW2>20.65|White=21.73	Konus-Wind, VLT, Suzaku	0.383 (VLT: emission, host redshift)|0.384 (Magellan: emission, host redshift)	Possible Host: edge-on spiral, R=19.3	UVOT: OT candidate from coadded images.		Taka Sakamoto
071122	01:23:25	297114	276.576	47.102	2.3	68.7	5.8	1.1	0.4	0.2	1.77, PL	0.31	18:26:25.26	47:04:30.5	1.8	139.80	69.4	0.000041434974	0.00000564816	-2.554	1.68343	0.0000189999	18:26:25.38	47:04:30.8	n/a	145	V>21.2	B>19.6|U>19.4|UVW1>19.2|UVM2>18.7|UVW2>18.8|White=20.8	Palomar (60"), Gemini North, VLA @ 8.46 GHz	1.14 (Gemini North: absorption)				Mike Stamatikos
071117	14:50:06	296805	335.026	-63.442	1.0	6.6	24	1	11.3	0.4	1.57, PL	0.06	22:20:10.54	-63:26:35.9	1.5	2848.00	n/a	0.06507523	0.032613724	-0.8855	2.0457	11.0387	n/a	n/a	n/a	2852	V>21.2	B>22.5|U>22.2|UVW1>22.4|UVM2>21.8|UVW2>22.1|White>22.9	Gemini, TAROT, Konus-Wind, VLT	1.331 (VLT: emission)		No AT slew (Earth limb constraint)|UVOT: no detection		Tilan Ukwatta
071112C	18:32:57	296504	39.218	28.368	1.0	15	30	4	8	1	1.09, PL	0.07	02:36:50.97	28:22:16.7	1.4	83.60	125	0.031449936	0.009261924	-1.308	1.67267	0.366707	02:36:50.93	28:22:16.7	0.5	92	V=17.9	B=18.3|U=17.8|UVW=17.7|UVM2>20.5|UVW2>20.6|White=17.39	ROTSE-IIIc, KANATA (1.5m), TNT (0.8m), EST (1.0m), TAROT (25cm), RTT150, Lulin (1m), NOT, VLT, Crni Vrh (60cm), MITSuME (50cm), Gemini North, Cassini (152cm), AAVSO, MAGNUM, TAOS	0.8230 (VLT: absorption)|0.823 (Gemini North: absorption)				Giulia Stratta
071031	01:06:36	295670	6.399	-58.048	2.1	180	9.0	1.3	0.5	0.1	2.42, PL	0.29	00:25:37.38	-58:03:33.1	1.5	102.80	522	0.021756813	0.009918051	1.5	1.78089	0.0000893255	00:25:37.27	-58:03:34.2	0.5	114	V=19.08	B=20.25|U=19.38|UVW1>21.41|UVM2>21.23|UVW2>21.46|White=19.88	MPI/ESO (2.2m), PROMPT (16"), VLT, CTIO (1.3m)	2.692 (VLT)				Mike Stroh
071028B	02:43:46	295492|Ground Analysis	354.163	-31.630	3	55	2.5	0.8	1.4	0.5	1.45, PL	0.25	n/a	n/a	n/a	n/a	n/a	0.013835336	0.01099825	n/a	1.7933	0.12236893	n/a	n/a	n/a	212000	V>21.3	n/a		0.94 (Paranal: host, photometric)		The burst was detected on the ground. There are no prompt XRT or UVOT data.|UVOT: no detection		Dirk Grupe
071021	09:41:33	294974	340.573	23.764	3.4	225	13	2	0.7	0.1	1.70, PL	0.21	n/a	n/a	n/a	130.50	323	0.030621672	0.015902676	-4.203	2.12626	1.66176	n/a	n/a	n/a	n/a	n/a	n/a	TNG (3.5m), NOT (2.5m), OSN(1.5m), VLT (8.5m), Subaru, CFHT	2.4520 (TOUGH: emission)		BAT: the burst has BAT high-redshift indicators|UVOT: no data products for this burst, because it is still in engineering mode.|VLT photometric reported redshift removed and replaced with TOUGH reported redshift. See references.		Taka Sakamoto
071020	07:02:26	294835	119.666	32.857	1.0	4.2	23	1	8.4	0.3	1.11, PL	0.05	n/a	n/a	n/a	61.24	179	0.31441815	0.10182285	-0.6625	1.59788	0.991799	n/a	n/a	n/a	n/a	n/a	n/a	ROTSE-IIIb, VLT, PAIRITEL (1.3m), TNT (0.8m), Mt. Lemmon (1.0m), Konus-Wind, VLA @ 8.46 GHz, SARA (0.9m), Taurus Hill Observatory (0.3m), BTA (6.0m), MITSuME (50cm), CrAO (AZT-8)	>2.145 (VLT: absorption)|2.142 (BTA: absorption)		UVOT: no data products for this burst, because it is still in engineering mode.		Stephen Holland
071010B	20:45:47	293795	150.531	45.733	1.0	>35.7	44	1	7.7	0.3	1.53, CPL	-0.22/0.22	n/a	n/a	n/a	92631.04	10	0.31349428	0.18927324	-0.6468	2.04061	1.99743	n/a	n/a	n/a	n/a	n/a	n/a	Hankasalmi Observatory (0.4m), Konus-Wind, TLS (1.34m), Gemini North, Mt. Lemmon (1m), VLA @ 8.46 GHz, Keck I, EST (1m), Keck II, Suzaku, Sayan Observatory (1.5m), CrAO, TAOS (0.5m)	0.947 (Gemini North: absorption)|0.947 (Keck I: absorption)|0.947 (Keck II: absorption)		Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled outside of business hours, therefore, there are no prompt XRT or UVOT observations of this burst.		Craig Markwardt
071010A	03:41:12	293707	288.040	-32.385	2.5	6	2.0	0.4	0.8	0.3	2.33, PL	0.37	n/a	n/a	n/a	n/a	n/a	0.07348473	0.07687614	0.8868	2.33496	13.7895	n/a	n/a	n/a	n/a	n/a	n/a	TAROT (25cm), Keck I, PROMPT (16"), REM (60"), TNG, NainiTal (1.04m)	0.98 (Keck I: absorption)		Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled outside of business hours.		Cristiano Guidorzi
071003	07:40:55	292934	301.857	10.954	1.0	150	83	3	6.3	0.4	1.36, PL	0.07	n/a	n/a	n/a	n/a	n/a	0.30909846	0.0755687	-0.507	1.91015	0.740868	n/a	n/a	n/a	n/a	n/a	n/a	KAIT (0.76m), Palomar (60"), Sampurnanand (1.04m),  AEOS, Keck I, Faulkes North (2m), Konus-Wind, VLT, VLA @ 8.46 GHz, Keck II	1.100 (Keck I: absorption)|0.937 (VLT: absorption)		Swift is in the process of returning to normal operations, automatic slewing to GRBs is currently disabled outside of business hours (US EDT).  Therefore, there are no prompt XRT or UVOT observations of this burst		Patricia Schady
070810A	02:11:52	287364	189.947	10.747	1.3	11.0	6.9	0.6	1.9	0.2	2.04, PL	0.14	12:39:51.24	10:45:03.2	1.4	n/a	10	0.024280386	0.00852074	-0.5234	2.17076	8.53108	12:39:51.22	10:45:04.3	0.6	92	V=17.1	White=17.4	ROTSE-IIIb, Keck I	2.17 (Keck I: absorption)				Jay Cummings
070802	07:07:25	286809	36.903	-55.517	2.0	16.4	2.8	0.5	0.4	0.1	1.79, PL	0.27	02:27:35.78	-55:31:39.5	1.5	137.92	n/a	0.020209511	0.01085987	-0.7961	1.99014	8.19885	n/a	n/a	n/a	125	V>19.96	B>21.27|U>19.52|UVW1>19.77|UVM2>19.84|UVW2>21.16|White>21.25	La Silla Observatory (2.2m), LCO, VLT	2.45 (VLT)		UVOT: no detection		Stefan Immler
070724A	10:53:50	285948	27.824	-18.610	1.2	0.4	0.3	0.07	1.0	0.2	1.81, PL	0.33	01:51:14.05	-18:35:39.9	1.7	66.76	64.4	0.000007968597	0.0000010768191	-2.566	1.64009	1.2966	n/a	n/a	n/a	58	V>19.5	B>20.3|U>20.0|UVW1>20.4|UVM2>20.4|UVW2>20.7|White>20.4		0.457 (Gemini South: emission, from host)|0.457 (VLT: emission, from host)	proposed host from DSS also detected with UKIRT, Palomar 60", Gemini South, & VLT	UVOT: no detection		Houri Ziaeepour
070721B	10:33:48	285654	33.128	-2.198	1.2	340	36	2	1.5	0.3	1.34, PL	0.11	02:12:32.93	-02:11:39.6	1.5	n/a	n/a	0.037269792	0.00624792	-4.915	1.52512	7.84755	02:12:32.95	-02:11:40.6	0.9	50	V=16.7	B>18.4|U>18.5|UVW1>18.8|UVM2>18.9|UVW2>18.8|White=16.82	VLT, NOT	3.626 (VLT)				Houri Ziaeepour
070714B	04:59:29	284856	57.853	28.294	1.4	64	7.2	0.9	2.7	0.2	1.36, PL	0.19	03:51:22.23	28:17:51.2	1.4	61.37	243	0.004316754	0.0012103026	-1.63	2.07429	4.3976	n/a	n/a	n/a	70	V=20.36	B>19.2|U>19.2|UVW1=20.14|UVM2=20.02|UVW2=20.55|White=20.95	Liverpool (2m), WHT, TNG, Suzaku, Keck I	0.92 (Gemini: emission, from host)		BAT: Fluence and photon index from joint analysis with Suzaku|UVOT: z<1.3		Judy Racusin
070612A	02:38:46	282066	121.355	37.258	1.4	368.800	106.00	6.01	1.51	0.38	1.69, PL	0.10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	SARA (0.9m), Palomar (60"), MDM, MITSuME (50cm), Suzaku, Super-LOTIS (0.6m), Westerbork @ 4.9 GHz, NOT, Gemini North, Calar Alto (2.2m), VLA @ 4.88 GHz	0.617 (Gemini North: emission)		No AT slew (Sun constraint)		Dirk Grupe
070611	01:57:14	282003	2.004	-29.756	1.9	12.200	3.91	0.57	0.82	0.21	1.66, PL	0.22	00:07:58.12	-29:45:20.4	1.8	3287.17	5610	0.01543028	0.00635056	-1.138	1.79969	0.00000358219	00:07:58.01	-29:45:20.0	0.5	3295	n/a	UVW1=19.12|UVM2>19.64|UVW2>19.97|White=19.12	ROTSE-III, VLT, Watcher (40cm)	2.04 (VLT)		No AT slew (Earth limb constraint)		Mike Stroh
070529	12:48:28	280706	283.717	20.648	1.7	109.200	25.70	2.45	1.43	0.36	1.34, PL	0.16	18:54:58.27	20:39:33.7	1.4	130.96	4	0.034571205	0.012720645	-7.742	1.97999	36.5193	18:54:58.19	20:39:34.0	0.5	134	V=17.1	B>18.8|U>20.1|UVW1>20.5|UVM2>20.8|UVW2>21.0	Gemini North, MIRO (1.2m), AEOS	2.4996 (Gemini North: absorption)				Stephen Holland
070521	06:51:11	279935	242.659	30.260	1.1	37.900	80.10	1.77	6.53	0.27	1.1, CPL	-0.2/0.2	16:10:38.62	30:15:22.4	1.4	76.89	n/a	0.11065548	0.018329688	-0.1294	2.00022	18.8473	n/a	n/a	n/a	81	V>20.4	B>22.0|U>21.7|UVW1>21.1|UWM2>20.8|UVW2>21.1|White>20.6	Subaru, Gemini North, Keck I, Konus-Wind	0.553 (Subaru: emission)	possible host:|z'~23.5 (Subaru)|i'~24.1, Ks~22.3 (Gemini North)|3 candidates (Keck I)	UVOT: no detection		Cristiano Guidorzi
070508	04:18:18	278854	312.832	-78.382	1.0	20.900	196.00	2.73	24.10	0.61	1.1, CPL	-0.1/0.1	20:51:11.81	-78:23:04.9	1.4	75.92	159	0.27251023	0.07554639	-0.2628	1.82568	7.81747	20:51:11.68	-78:23:05.0	0.5	68	V=19.7 (1sigma)	B>19.6|U>18.4|UVW1>18.2|UWM2>17.8|UVW2>18.6|White=19.8 (1sigma)	REM (60cm), Magellan/Clay (6.5m), La Silla (Danish 1.54m), CTIO (1.3m), Suzaku, RHESSI, Konus-Wind	0.82 (VLT: emission, tentative)				Dirk Grupe
070506	05:35:58	278693	347.203	10.711	1.9	4.300	2.10	0.23	0.96	0.13	1.73, PL	0.17	23:08:52.31	10:43:20.8	1.8	126.99	25.3	0.14027144	0.0945646	-0.5054	2.03312	6.57188	23:08:52.39	10:43:20.8	0.5	459	V=19.1	B=19.8|U>20.1|UVW1>20.4|UWM2>19.6|UVW2>20.4|White=19.7	VLT	2.31 (VLT: absorption)				Claudio Pagani
070429B	03:09:04	277582	328.006	-38.857	1.8	0.470	0.63	0.10	1.76	0.24	1.72, PL	0.23	21:52:03.81	-38:49:42.0	2.4	256.26	0.699	0.0023801462	0.0011558538	-0.9259	3.00655	6.34239	21:52:03.68	-38:49:43.6	0.6	230	V=19.3 (2.5 sigma)	B=20.5 (2.2 sigma)|U>21.8|UVW1>22.4|UVM2>22.0|UVW2>22.4|White=21.6 (2.2 sigma)		0.904 (Keck I: from probable host)	r=23.18, possible host (Gemini South)|2 host candidates (VLT)|g=24.79,R=23.24, probable host (Keck I)	165 sec slew delay (Earth-limb constraint)|UVOT: possible detection		Craig Markwardt
070419A	09:59:26	276205	182.755	39.903	2.3	115.600	5.58	0.83	0.20	0.10	2.35, PL	0.25	12:10:58.84	39:55:31.2	1.7	112.89	375	0.0000003698982	0.000000020853049	-1.954	2.18444	4.44549	n/a	n/a	n/a	115	V=20.0	B>18.7|U>19.1	KAIT, Palomar (60"), Kiso (1.05m), UKIRT, Lulin (1m), Faulkes North (2m), NAYUTA (2m), SARA (0.9m), Keck I (10m), RAPTOR, Super-LOTIS (0.6m), MITSuME (50cm), AEOS, Kuiper (1.54m), LBT, Maidanak (1.5m)	0.97 (Keck I: absorption)		Keck I: redshift likely from host galaxy		Mike Stamatikos
